window,threshold,maturity,signal,direction,horizon,correct_sign,n,mean_bps,std_pp,t_stat,t_pvalue,sign_p,wilcoxon_p,cohen_d,ci_low_bps,ci_high_bps,boot_low_bps,boot_high_bps,t_p_bh,sig_bh
60,1.5,2y,z>+1.5,positive,20,True,67,-13.128358208955223,0.4671176221340684,-2.3004964523681295,0.024588587615047994,0.013933875024287785,0.003097911308220326,-0.28105037332946575,-24.52225227572428,-1.7344641421861664,-24.855447761194025,-3.4018283582089555,0.03830145378497861,True
60,1.5,5y,z<-1.5,negative,5,True,85,2.1035294117647068,0.027828320218124248,6.969009547459881,6.693312376407293e-10,4.067956402779855e-10,5.725225494242129e-09,0.7558952158365289,1.503286451195409,2.703772372334005,1.531705882352941,2.6374411764705874,5.4215830248899076e-08,True
60,1.5,5y,z<-1.5,negative,10,True,84,1.8678571428571493,0.03200382534149334,5.349108522604771,7.664770731183562e-07,0.00026645108697203506,2.2987733275506072e-06,0.5836355882230898,1.1733315566671945,2.562382729047104,1.1689285714285775,2.490535714285719,1.241692858451737e-05,True
60,1.5,5y,z<-1.5,negative,20,True,83,2.1927710843373545,0.08649781939060662,2.3095490104682495,0.023428419391934043,0.03524144017874746,0.0055796656862587375,0.25350593804396904,0.30403861325617837,4.08150355541853,0.6203012048192821,4.092560240963861,0.03720984256365995,True
60,1.5,5y,z>+1.5,positive,5,True,76,-2.742105263157893,0.0828855054731758,-2.8841133721563557,0.005120491251177984,0.0001206291159979032,4.907592991115351e-07,-0.33083049291957556,-4.636120198206563,-0.8480903281092231,-5.06480263157894,-1.3484210526315796,0.012961243479544273,True
60,1.5,5y,z>+1.5,positive,10,True,76,-2.734210526315787,0.08776188278618141,-2.716019072565351,0.008197737236704826,0.0369549040273683,0.0007616052353307574,-0.31154875436951124,-4.739655456356213,-0.728765596275361,-5.147072368421053,-1.2385197368420957,0.017946397734407864,True
60,1.5,5y,z>+1.5,positive,20,True,76,-2.777631578947365,0.08904404882741433,-2.7194215704376927,0.00812149618669323,0.007905180027859783,0.00033995424155614515,-0.3119390476426994,-4.812375258117013,-0.7428878997777173,-5.299769736842105,-1.268092105263156,0.017946397734407864,True
60,1.5,10y,z<-1.5,negative,5,True,83,1.883132530120483,0.037706769553667384,4.54988694058518,1.839452640688991e-05,2.4306979592052185e-06,4.428091095483068e-06,0.49941497307008853,1.0597822938101247,2.7064827664308413,1.190602409638556,2.7542771084337385,0.00021285094842258328,True
60,1.5,10y,z<-1.5,negative,10,True,83,2.168674698795178,0.04615507469148616,4.280692194782376,5.022357133505845e-05,0.015232201861994662,1.914644112568861e-05,0.4698670110039309,1.1608505838157686,3.1764988137745873,1.3696987951807196,3.1399397590361415,0.00043671364190191924,True
60,1.5,10y,z<-1.5,negative,20,True,82,1.9682926829268304,0.05631522348589395,3.164978704727111,0.0021854173391942532,0.04482852238579864,0.002791186007178443,0.349513428357406,0.7309115195305116,3.205673846323149,0.8828658536585402,3.181432926829268,0.0064370474354448915,True
60,1.5,10y,z>+1.5,positive,5,True,70,-2.3314285714285647,0.05089105808450692,-3.8329191096688198,0.00027633814603393765,0.0025475648982539578,7.780573772930474e-06,-0.45812145771406865,-3.5448830185857614,-1.1179741242713683,-3.687392857142852,-1.3992499999999917,0.0015860351130211735,True
60,1.5,10y,z>+1.5,positive,10,True,70,-2.5942857142857108,0.05539734878663408,-3.9181209969292765,0.00020739347545602947,0.00016604182060301758,3.2099255886687245e-05,-0.4683050310363667,-3.915188870479359,-1.273382558092063,-4.047249999999994,-1.4939999999999978,0.001244360852736177,True
60,1.5,10y,z>+1.5,positive,20,True,70,-2.3499999999999956,0.060957992188015835,-3.2254196566887803,0.0019238645422591874,0.281978921793656,0.002341070304736399,-0.38551138507839483,-3.8034920179394005,-0.8965079820605901,-3.8122499999999926,-1.1619642857142825,0.006221007111631975,True
60,2.0,2y,z<-2.0,negative,5,True,33,3.199999999999999,0.051436246947070406,3.573861150452518,0.0011397531420829603,0.0013187271542847157,0.0004383400082588196,0.6221293717819079,1.3761499888581288,5.023850011141868,1.5692424242424186,5.002045454545449,0.004396190690891418,True
60,2.0,2y,z<-2.0,negative,10,True,33,2.6939393939393974,0.05611313315188535,2.7579111600439288,0.009533732347315289,0.050102459732443094,0.007706684812457052,0.48009071007450665,0.7042542089066607,4.683624578972134,0.9124999999999973,4.748787878787888,0.01980082872134714,True
60,2.0,2y,z<-2.0,negative,20,True,33,2.733333333333326,0.06739327983313086,2.3298768966404895,0.02628095650387171,0.296206368599087,0.04842899041250348,0.40557950883251215,0.34367153897599845,5.122995127690653,0.7027272727272658,5.118712121212112,0.040165235411577516,True
60,2.0,2y,z>+2.0,positive,5,True,40,-16.705000000000005,0.5182858309505505,-2.038483213644052,0.048322471515179516,0.0022214337732293643,1.3217835657997057e-05,-0.32231249635674153,-33.28058501981079,-0.12941498018922137,-35.907,-2.480812499999996,0.06313097085047646,False
60,2.0,2y,z>+2.0,positive,10,True,40,-21.17,0.5695467923866736,-2.3508311858005992,0.023881584971665024,0.0006795482549932785,6.268265497055836e-05,-0.3716990470842188,-39.38499010044624,-2.955009899553762,-39.72599999999999,-6.750499999999998,0.03756132781951198,True
60,2.0,2y,z>+2.0,positive,20,True,40,-15.950000000000006,0.5099606822451094,-1.9781261746544925,0.05501000281130221,0.01658900337497471,0.009381349105751724,-0.3127692105552118,-32.259333847332236,0.3593338473322244,-31.620312500000004,-1.4324375000000071,0.06904841083574148,False
60,2.0,5y,z<-2.0,negative,5,True,48,2.4875000000000047,0.03651908565423394,4.719150336479551,2.1594356599621804e-05,5.539621596994947e-06,3.507436571676317e-05,0.6811506792781954,1.4270962893532488,3.5479037106467604,1.445729166666665,3.5025,0.00023321905127591548,True
60,2.0,5y,z<-2.0,negative,10,True,48,2.681250000000001,0.030834255784553018,6.024547840873241,2.4709889887101643e-07,1.5221826110689564e-05,2.0812945678017059e-07,0.8695685794184861,1.7859165418037268,3.5765834581962745,1.7844791666666742,3.6231249999999973,6.671670269517444e-06,True
60,2.0,5y,z<-2.0,negative,20,True,47,3.208510638297881,0.11179111534021913,1.967637647315689,0.055156086009266955,0.03998605682605215,0.014184076758127162,0.2870094486966402,-0.07379947186224589,6.490820748458008,0.6264361702127714,7.2183510638297905,0.06904841083574148,False
60,2.0,5y,z>+2.0,positive,5,True,37,-3.991891891891899,0.11461926791153645,-2.118468462365511,0.04110488146309605,0.007632078602910042,0.00018856643873732537,-0.34827406985122733,-7.813488551144704,-0.17029523263909427,-8.06277027027028,-1.2729729729729815,0.055491589975179674,False
60,2.0,5y,z>+2.0,positive,10,True,37,-3.848648648648652,0.11693959067769938,-2.001923869975313,0.05287180960487429,0.09887174959294498,0.002268537733471021,-0.3291142568863632,-7.747608720642848,0.05031142334554484,-8.109391891891896,-1.118918918918921,0.06797804092055265,False
60,2.0,5y,z>+2.0,positive,20,True,37,-4.213513513513512,0.11960192356362888,-2.142925578221992,0.038951426370966935,0.0025632079923525453,0.000996397517155856,-0.35229479493044275,-8.201240183376225,-0.22578684365079926,-8.67567567567567,-1.392635135135132,0.05302631153022389,False
60,2.0,10y,z<-2.0,negative,5,True,44,2.5590909090908998,0.03907911961459745,4.343774595522675,8.389352334797916e-05,0.00038813090293388086,3.8579728425247595e-06,0.6548486594193866,1.3709770785993203,3.7472047395824792,1.4147159090908925,3.6936363636363536,0.0006104707881634389,True
60,2.0,10y,z<-2.0,negative,10,True,44,2.93636363636363,0.05517544571387847,3.530126962766739,0.0010043920039844937,0.0006061066312668117,0.00032021954818315393,0.5321866635370082,1.258876763509173,4.6138505092180875,1.3863636363636325,4.444943181818181,0.003968573284036292,True
