strategy,n_trades,win_rate,mean_bps,total_bps,sharpe,max_drawdown_bps,calmar,ann_return_bps
1 Rules,20,0.55,0.8200000000000083,16.400000000000166,0.39153739467519055,-9.600000000000051,0.7284263959390898,6.992893401015299
2 RF-filter,20,0.55,0.8200000000000083,16.400000000000166,0.39153739467519055,-9.600000000000051,0.7284263959390898,6.992893401015299
3 HMM-filter,11,0.7272727272727273,1.554545454545468,17.100000000000147,0.5126621407063054,-9.400000000000007,0.7756777189761374,7.291370558375697
